3
#index mass radii x y z vx vy vz
2 0.45 0.025 84.92279890951302 32.92999958249692 1.917543332807042 7.689984397916837 7.749994011787779 -1.1779523920994388
3 0.45 0.025 85.75399890185054 33.80919957466186 1.9175433328074676 10.449984279948765 10.909993890121704 -1.177952392092854
1 5.9736e+24 6371000.0 2.1998811124194874e-31 8.481832714632219e-32 -6371000.0 2.7557467639822796e-30 1.0662934515329317e-30 2.0705270105182644e-25
2 0.45 0.025 85.07659854513265 33.08499944243761 1.8900577769180018 7.6899817809813715 7.749992997034746 -1.374277794452009
3 0.45 0.025 85.96299853459851 34.027399431627366 1.8900577769185882 10.44998163739892 10.909992848275117 -1.3742777944439692
1 5.9736e+24 6371000.0 2.8304398446109914e-31 1.0926005591665147e-31 -6371000.0 3.1527936609575195e-30 1.2220864385164639e-30 2.3663165907394686e-25
2 0.45 0.025 85.23039812831878 33.23999928198772 1.8586457129480363 7.689979159306429 7.74999197750527 -1.5706031984982758
3 0.45 0.025 86.17199811436669 34.24559926762146 1.8586457129488148 10.449978988408656 10.909991799704622 -1.5706031984886772
1 5.9736e+24 6371000.0 3.5405763958932076e-31 1.3683497119448164e-31 -6371000.0 3.5506827564110816e-30 1.3787457638915084e-30 2.662106173876962e-25
2 0.45 0.025 85.38419765897662 33.39499910105171 1.8233071408584316 7.689976532892011 7.749990953199356 -1.7669286044802328
3 0.45 0.025 86.38099764102624 34.46379908250966 1.8233071408594352 10.449976332977961 10.909990744410212 -1.766928604468971
1 5.9736e+24 6371000.0 4.330459206065184e-31 1.6756039975204952e-31 -6371000.0 3.949414050859879e-30 1.5362714278783934e-30 2.957895760295338e-25
2 0.45 0.025 85.53799713701137 33.54999889953405 1.7840420606056342 7.689973901738121 7.749989924117008 -1.9632540126398739
3 0.45 0.025 86.58999711444838 34.6819988761575 1.7840420606068983 10.449973671106829 10.90998968239188 -1.9632540126268436
1 5.9736e+24 6371000.0 5.200256715030179e-31 2.014536683660839e-31 -6371000.0 4.348987544824977e-30 1.6946634307017185e-30 3.2536853503591914e-25
2 0.45 0.025 85.69179656232826 33.70499867733922 1.7408504721412503 7.689971265844758 7.749988890258227 -2.1595794232191925
3 0.45 0.025 86.79899653450428 34.90019864843049 1.7408504721428126 10.44997100279525 10.90998861364962 -2.1595794232042884
1 5.9736e+24 6371000.0 6.150137362796497e-31 2.3853210381789097e-31 -6371000.0 4.749403238831592e-30 1.8539217725903543e-30 3.5494749444331168e-25
2 0.45 0.025 85.8455959348325 33.85999843437168 1.6937323754120466 7.689968625211922 7.7499878516230165 -2.3559048364601827
3 0.45 0.025 87.00799590106514 35.118398399194156 1.6937323754139466 10.44996832804322 10.90998753818343 -2.3559048364432984
1 5.9736e+24 6371000.0 7.180269589478316e-31 2.7881303289343986e-31 -6371000.0 5.150661133409094e-30 2.0140464537774436e-30 3.845264542881708e-25
2 0.45 0.025 85.99939525442929 34.01499817053591 1.6426877703599498 7.689965979839613 7.749986808211377 -2.552230252604838
3 0.45 0.025 87.21699521400215 35.33659812831402 1.6426877703622293 10.44996564685073 10.909986455993302 -2.552230252585866
1 5.9736e+24 6371000.0 8.290821835296517e-31 3.2231378238344786e-31 -6371000.0 5.552761229091006e-30 2.1750374745004e-30 4.14105414606956e-25
2 0.45 0.025 86.15319452102385 34.16999788573638 1.5877166569220469 7.689963329727829 7.749985760023308 -2.7485556718951525
3 0.45 0.025 87.4259944731865 35.554797835655606 1.5877166569247496 10.449962959217777 10.909985367079233 -2.7485556718739854
1 5.9736e+24 6371000.0 9.481962540579517e-31 3.6905167908346603e-31 -6371000.0 5.955703526415001e-30 2.3368948350009092e-30 4.4368437543612675e-25
2 0.45 0.025 86.30699373452138 34.324997579877554 1.5288190350305846 7.689960674876568 7.749984707058811 -2.9448810945731196
3 0.45 0.025 87.6349936784894 35.77299752108443 1.5288190350337567 10.449960265144355 10.909984271441223 -2.944881094549649
1 5.9736e+24 6371000.0 1.0753860145764099e-30 4.190440497939646e-31 -6371000.0 6.359488025922908e-30 2.4996185355249277e-30 4.732633368121424e-25
2 0.45 0.025 86.46079289482711 34.47999725286391 1.4659949046129699 7.6899580152858285 7.749983649317886 -3.1412065208807336
3 0.45 0.025 87.84399282978201 35.99119718446601 1.4659949046166596 10.44995756463046 10.909983169079265 -3.1412065208548507
1 5.9736e+24 6371000.0 1.210668309139624e-30 4.723082213204183e-31 -6371000.0 6.764114728160706e-30 2.663208576322684e-30 5.028422987714624e-25
2 0.45 0.025 86.61459200184622 34.63499690459992 1.39924426559177 7.689955350955607 7.749982586800532 -3.3375319510599883
3 0.45 0.025 88.05299192693553 36.20939682566588 1.399244265596028 10.449954857676083 10.909982059993357 -3.3375319510315835
1 5.9736e+24 6371000.0 1.3540599818131944e-30 5.288615204733918e-31 -6371000.0 7.169583633678526e-30 2.8276649576486773e-30 5.324212613505463e-25
2 0.45 0.025 86.76839105548393 34.78999653499006 1.3285671178847125 7.689952681885902 7.749981519506749 -3.533857385352877
3 0.45 0.025 88.26199096982116 36.42759644454955 1.3285671178895913 10.449952144281223 10.909980944183497 -3.5338573853218405
1 5.9736e+24 6371000.0 1.5055778766738075e-30 5.887212740686255e-31 -6371000.0 7.575894743030654e-30 2.9929876797616796e-30 5.620002245858535e-25
2 0.45 0.025 86.92219005564547 34.94499614393879 1.2539634614046846 7.689950008076711 7.749980447436535 -3.7301828240013943
3 0.45 0.025 88.47098995831007 36.645796040982546 1.253963461410239 10.449949424445874 10.909979821649681 -3.7301828239676147
1 5.9736e+24 6371000.0 1.665238837809318e-30 6.5190480892712015e-31 -6371000.0 7.983048056775526e-30 3.1591767429247326e-30 5.915791885138435e-25
2 0.45 0.025 87.07598900223603 35.09999573135059 1.175433296059734 7.689947329528031 7.74997937058989 -3.9265082672475335
3 0.45 0.025 88.67998889227347 36.86399561483039 1.175433296066021 10.449946698170033 10.90997869239191 -3.9265082672108997
1 5.9736e+24 6371000.0 1.8330597093188327e-30 7.184294518752232e-31 -6371000.0 8.391043575475732e-30 3.326232147405151e-30 6.211581531709758e-25
2 0.45 0.025 87.22978789516083 35.25499529712992 1.0929766217530683 7.689944646239858 7.749978288966814 -4.1228337153332895
3 0.45 0.025 88.88898777158255 37.08219516595859 1.092976621760147 10.449943965453693 10.909977556410176 -4.122833715293689
1 5.9736e+24 6371000.0 2.009057335312793e-30 7.883125297447136e-31 -6371000.0 8.799881299698013e-30 3.494153893474521e-30 6.507371185937097e-25
2 0.45 0.025 87.38358673432506 35.409994841181266 1.0065934383830553 7.689941958212189 7.749977202567304 -4.319159168500655
3 0.45 0.025 89.09798659610848 37.30039469423268 1.0065934383909876 10.449941226296852 10.90997641370448 -4.3191591684579755
1 5.9736e+24 6371000.0 2.1932485599130585e-30 8.615713693728875e-31 -6371000.0 9.209561230013263e-30 3.6629419814086986e-30 6.803160848185048e-25
2 0.45 0.025 87.53738551963396 35.56499436340909 0.9162837458432227 7.689939265445021 7.7499761113913594 -4.515484626991626
3 0.45 0.025 89.30698536572247 37.518594199518176 0.9162837458520725 10.449938480699505 10.90997526427482 -4.515484626945753
1 5.9736e+24 6371000.0 2.385650227252989e-30 9.382232976026438e-31 -6371000.0 9.620083366996532e-30 3.8325964114878125e-30 7.098950518818207e-25
2 0.45 0.025 87.69118425099272 35.719993863717875 0.8220475440222588 7.689936567938352 7.74997501543898 -4.711810091048194
3 0.45 0.025 89.5159840802957 37.7367936816806 0.8220475440320922 10.449935728661647 10.909974108121192 -4.711810090999014
1 5.9736e+24 6371000.0 2.5862791814775295e-30 1.0182856412825691e-30 -6371000.0 1.0031447711227017e-29 4.003117183996263e-30 7.394740198201167e-25
2 0.45 0.025 87.84498292830656 35.874993342012075 0.7238848328040117 7.6899338656921765 7.749973914710163 -4.9081355609123545
3 0.45 0.025 89.72498273969936 37.95499314058547 0.7238848328148971 10.449932970183273 10.909972945243593 -4.908135560859754
1 5.9736e+24 6371000.0 2.7951522667432908e-30 1.1017757272670235e-30 -6371000.0 1.044365426328807e-29 4.174504299222722e-30 7.6905298866985245e-25
2 0.45 0.025 87.99878155148069 36.029992798196176 0.6217956120674897 7.689931158706492 7.749972809204908 -5.104461036826102
3 0.45 0.025 89.93398134380465 38.173192576098316 0.6217956120794979 10.44993020526438 10.909971775642022 -5.1044610367699645
1 5.9736e+24 6371000.0 3.0122863272186347e-30 1.1887108824162263e-30 -6371000.0 1.0856703023767197e-29 4.346757757460132e-30 7.9863195846748735e-25
2 0.45 0.025 88.15258012042031 36.18499223217464 0.5157798816868611 7.689928446981296 7.749971698923213 -5.30078651903143
3 0.45 0.025 90.14297989248274 38.39139198808464 0.5157798817000651 10.449927433904964 10.909970599316477 -5.30078651897164
1 5.9736e+24 6371000.0 3.237698207083756e-30 1.2791084335963403e-30 -6371000.0 1.1270593993256053e-29 4.519877559005708e-30 8.282109292494809e-25
2 0.45 0.025 88.30637863503064 36.339991643851945 0.4058376415314544 7.689925730516583 7.7499705838650765 -5.497112007770332
3 0.45 0.025 90.35197838560484 38.60959137640998 0.40583764154592955 10.44992465610502 10.909969416266955 -5.497112007706774
1 5.9736e+24 6371000.0 3.471404750530765e-30 1.3729857076795591e-30 -6371000.0 1.1685327172350448e-29 4.693863704160936e-30 8.577899010522927e-25
2 0.45 0.025 88.46017709521689 36.49499103313256 0.29196889146575833 7.68992300931235 7.749969464030497 -5.693437503284804
3 0.45 0.025 90.56097682304213 38.82779074093985 0.29196889148158234 10.449921871864545 10.909968226493454 -5.6934375032173605
1 5.9736e+24 6371000.0 3.713422801763772e-30 1.4703600315441907e-30 -6371000.0 1.2100902561650345e-29 4.8687161932315724e-30 8.873688739123821e-25
2 0.45 0.025 88.61397550088427 36.649990399920945 0.17417363134942154 7.689920283368595 7.749968339419472 -5.88976300581684
3 0.45 0.025 90.7699752046658 39.04599008153976 0.17417363136667446 10.449919081183532 10.90996702999597 -5.889763005745393
1 5.9736e+24 6371000.0 3.9637692049989694e-30 1.5712487320747436e-30 -6371000.0 1.2517320161759857e-29 5.044435026527647e-30 9.169478478662088e-25
2 0.45 0.025 88.76777385193797 36.804989744121585 0.05245186103725287 7.689917552685313 7.7499672100320005 -6.0860885156084334
3 0.45 0.025 90.97897353034703 39.26418939807525 0.052451861056017166 10.44991628406198 10.909965826774503 -6.086088515532865
1 5.9736e+24 6371000.0 4.2224608044647145e-30 1.6756691361620127e-30 -6371000.0 1.293457997328725e-29 5.2210202043634604e-30 9.465268229502324e-25
2 0.45 0.025 88.92157214828322 36.95998906563894 -0.07319641962077873 7.689914817262499 7.749966075868081 -6.282414032901579
3 0.45 0.025 91.18797179995703 39.48238869041183 -0.07319641960041821 10.44991348049988 10.909964616829049 -6.2824140328217695
Warning! collision!
